county,loc_1
mayo,"ca,st.antonio,call co.*12/58"
cork,"il,summit,nr.chicago,'58"
cork,"ma,stoughton,3/57"
cork,"ma,stoughton"
limerick,"ny,albany,indian fields"
,"mi,detroit,'55"
tipperary,"ma,boston"
tipperary,"ma,boston"
tipperary,"ma,boston"
tipperary,"ma,boston"
tyrone,"nyc,'59"
,"ny,elmira,'54"
,"mo,st.louis,'52"
,"ma,boston,'56"
,"[],winthrop house,'61"
cavan,nyc
cork,"mi,portage lake,houghton co."
cork,"il,alton,'58"
westmeath,
limerick,"nyc,9/62"
limerick,"ny,rush,'52"
limerick,"ny,rush,'52"
limerick,"la,new orleans"
limerick,"mo,st.louis,'60"
galway,"nyc,5/53"
mayo,"ca,san francisco"
mayo,"mi,detroit,'59"
galway,"ma,boston'52"
galway,"ma,boston'52"
galway,"ma,boston'52"
galway,"ma,boston'52"
galway,"ma,boston'52"
,"ma,worcester,10/62"
,"wi,kenosha,11/59"
,"ma,boston,s.margin st,2/62"
cork,"nyc,'49"
galway,"ma,milford,'59"
mayo,"ma,boston,cross st."
mayo,"ma,boston,cross st."
armagh,
leitrim,"pa,phila,'44-62"
queens,"ma,s.boston,swan st."
clare,"ny,jamestown,'59"
kilkenny,"ma,boston,nr."
sligo,"oh,larue,marion co."
cavan,"nyc,19 forsyth st,w/t.devine"
cavan,"la,6/61"
cavan,"md,baltimore,'56"
galway,"nyc,'62"
galway,"oh,garretsville,'54"
leitrim,nyc
clare,"ont,'59"
clare,"ont,'59"
clare,"ont,'59"
clare,"ont,'59"
clare,"ont,'59"
kilkenny,"pa,pittsburgh"
kilkenny,"nyc,'53"
kilkenny,"nyc,'53"
tipperary,nyc
fermanagh,"nyc,'9/62"
,
,"ny,rochester,7/62"
,"*eng,7/62"
,"*eng,7/62"
,"*eng,7/62"
,"*eng,warrenton,7/62"
kerry,"oh,cincinnati,'58"
kerry,"oh,cincinnati,'58"
fermanagh,"mo.st.louis,'62"
meath,"nyc,'48"
cork,"ny,utica"
cork,"ma,boston,'47"
cork,"oh,cleveland"
cork,"oh,belleview,huron co."
cork,"quebec,6/56-58"
cork,
limerick,"oh,franklin co.,'59"
limerick,"in,indianapolis,'59"
tipperary,"ont,44/45"
tipperary,
cavan,
mayo,"pa,phila,'61,513 pine st."
mayo,
mayo,
clare,"nyc,57/58"
clare,"ny,janestown,'61"
clare,"nyc,suspension bridge,nr."
clare,"nyc,suspension bridge,nr."
clare,"nyc,suspension bridge,nr."
clare,"nyc,castle garden,5/62"
tyrone,"pa,lehigh canal,'56"
tyrone,"il,lasalle,lasalle co."
tyrone,"pa,pittsburgh,'52"
tyrone,"me,"
tyrone,"me,"
tyrone,"me,"
tyrone,"me,"
kings,
kings,"nyc,409 w.28th st.,btw*"
kings,"nyc,6th ave."
kilkenny,"ma,boston,'60"
kilkenny,"ma,boston,'60"
kilkenny,"ma,boston,'60"
waterford,"pa,phila,'59"
waterford,"ny,"
waterford,"ny,"
,"nh,manchester,5/62"
,"il,chicago,w/michael walsh"
kilkenny,"ma,southampton"
limerick,"mo,st.louis"
limerick,"mo,st.louis"
tipperary,
tipperary,"que,montreal,'56,w/r.ryan"
cavan,"ny,rouse's pt."
kerry,"ont,toronto,9/59"
,"me,eastport,'51"
,"nh,claremont,w/dr.jarvis"
,"nh,claremont"
,"ny,buffalo,'62,w/mo."
,"ny,brooklyn navy hosp.2/62"
cork,"nj,"
cork,"nj,"
cork,"nyc,56/57"
tipperary,"ny,staten isl."
cavan,"nyc,'54"
cavan,"nyc,'54"
kerry,"nyc,'61"
sligo,"pa,scranton,'56"
sligo,west
sligo,west
sligo,west
sligo,west
londonderry,
londonderry,
londonderry,
galway,"oh,"
westmeath,"la,new orleans"
kildare,"ct,new haven"
roscommon,nyc
,
monaghan,"nyc,'58"
monaghan,"nyc,'58"
monaghan,"nyc,'65"
monaghan,"ma,boston,'65"
monaghan,"nyc,'62"
monaghan,"nyc,'62"
monaghan,"ny,brooklyn,lafayette ave."
monaghan,"nyc,'61"
monaghan,"ma,taunton,'58"
monaghan,"wi,oak creek,milwaukee co."
monaghan,"ma,boston"
monaghan,"ma,boston"
monaghan,"ma,boston"
monaghan,"ma,boston"
monaghan,"ma,boston"
monaghan,"nyc,'41,w/mr.campbell's son*"
monghan,"mo,st.louis"
monaghan,"ma,millbrook"
monaghan,"ma,millbrook"
monaghan,"ma,millbrook"
monaghan,"pa,alleghany city,'65"
monaghan,"ma,boston"
monaghan,"ma,boston"
monaghan,"nj,"
monaghan,"ky,"
monaghan,"us navy,ship=messadith,'55"
monaghan,
monaghan,
monaghan,"ny,chatham four corners"
monaghan,"ny,chatham four corners"
monaghan,"ny,chatham four corners"
monaghan,"ny,chatham four corners"
monaghan,"ny,chatham four corners"
monaghan,"pa,"
monaghan,"pa,"
monaghan,"nyc,st.catherine's convent"
monaghan,"*eng,blackhill,durham,4/66"
monaghan,"nb,ft.laramie"
monaghan,"ca,[pacific coast]"
monaghan,
monaghan,
monaghan,
monaghan,
monaghan,
monaghan,
monaghan,
monaghan,
monaghan,
monaghan,*scotland
monaghan,"quebec,'51"
monaghan,"ca,'56"
monaghan,"ca,'56"
monaghan,"nh,nashua,'55"
monaghan,"nh,nashua,'55"
monaghan,
monaghan,"pa,"
monaghan,"pa,"
monaghan,
monaghan,
monaghan,"ct,old milford,'52"
monaghan,"mo,st.louis,'62"
monaghan,"nyc,'55"
monaghan,"pa,phila.,'55"
monaghan,"ny,poughkeepsie,orange co."
monaghan,
monaghan,
monaghan,
monaghan,"ma,lynn/boston"
monaghan,nyc/brooklyn
monaghan,"nyc,duane/church sts."
monaghan,
monaghan,"ny,"
monaghan,"ny,pt.kent"
monaghan,"brit.col,vancouver isl.,'65"
monaghan,"oh,cincinnati"
monaghan,"nbr,st.john"
monaghan,"nh,claremont,9/66"
monaghan,"ma,boston,9/66"
monaghan,"il,springfield"
monaghan,"oh,richmond co.'52"
monaghan,"oh,richmond co.'52"
monaghan,"oh,richmond co.'52"
monaghan,"oh,richmond co.'52"
monaghan,"*eng,crook,co.durham,'57"
monaghan,"pa,pottsville"
monaghan,"pa,buffalo,nr,erie co."
monaghan,"de,wilmington,'54"
monaghan,"ma,boston,5/60,w/thos.hoye"
monaghan,"ma,boston,5/60,w/thos.hoye"
monaghan,
monaghan,
monaghan,"me,portland,'60"
monaghan,
monaghan,
monaghan,"nj,newark"
monaghan,"ky,bardstown"
monaghan,"ont,toronto,'64"
monaghan,"ct,rhodesville,'54-56"
monaghan,*scotland
monaghan,"il,chicago,'64"
monaghan,"ont,ottawa[bytown],'45"
monaghan,"nyc,6/70"
monaghan,"nyc,'52"
monaghan,"nyc,'52"
monaghan,"nyc,duane st."
monaghan,"nyc,duane st."
monaghan,"ny,long isl.jamaica,w/rev.*"
monaghan,"la,/ga,*"
monaghan,"la,/ga,*"
monaghan,"pa,northampton"
monaghan,"pa,northampton"
monaghan,"ny,poughkeepsie,'54"
monaghan,"ny,albany"
monaghan,"[],new diggings"
monaghan,"in,ft.wayne,allen co.'38"
monaghan,"que,montreal"
monaghan,"que,montreal"
monaghan,"la,new orleans,8/59,w/bil*"
monaghan,"la,new orleans,8/59,w/bil*"
monaghan,"nyc,10/49"
monaghan,
monaghan,
monaghan,
monaghan,"mexican war,'48"
monaghan,
monaghan,"ct,danbury,'59"
monaghan,"*eng,shatley br,durham co'59"
monaghan,"nyc,broadway"
monaghan,
monaghan,"wi,chippewa falls,'57"
monaghan,"mo,st.louis"
monaghan,"ks,leavenworth,'63"
,"nyc,35th st,'57"
,"*eng,london,'52"
,"*eng,london,'52"
kilkenny,"ma,boston"
cork,"ny,franklin co.,'51"
limerick,"nyc,'47"
tipperary,"mo,st.louis"
tipperary,"mo,st.louis"
kerry,canada
sligo,"*eng,manchester,'55"
clare,"oh,silverlake,susquehanna'58"
waterford,"oh,cincinnati,'54"
waterford,"oh,cincinnati,'54"
waterford,"oh,cincinnati,'54"
waterford,"oh,cincinnati,'54"
*scotland,"pa,phila."
,"ny,salamanca,1/63"
,"ma,lowell,3/55"
clare,"ny,albany"
clare,"ny,albany"
,"ny,mankiem,3/59"
cork,"*eng,london,'61"
longford,"ma,lowell,7/60"
cork,
cork,"il,galena,'56"
cork,
cork,"il,rockford,'56"
cork,"nyc,'55"
cork,"ma,canton,'54"
cork,"ma,canton,'54"
cork,"pa,shamokan,'60"
kerry,"nyc,'60"
kerry,"nyc,'60"
galway,"w.i.,jamaica,'36"
galway,
galway,
galway,
down,"[],pastorbath"
clare,"ny,lewiston,'55"
clare,"ny,lewiston,'55"
waterford,"nbr,elgin cor.,albert co,'12"
waterford,"nbr,elgin cor.,albert co,'12"
waterford,"nbr,elgin cor.,albert co,'12"
mayo,"ct,'60"
,"ny,buffalo,10/58,w/mcdonald"
,"ont,ottawa[bytown]"
,
,"pa,nanticook d,luzerne co'58"
kilkenny,quebec
cork,"ma,boston,'56"
cork,"ma,boston,'56"
cork,"ma,boston,'56"
cork,"ma,boston,'56"
cork,"ma,boston,'56"
cork,"nyc,'49"
cork,"nyc,'49"
tipperary,
tipperary,
tipperary,"nyc,'60"
kerry,"nyc,'60,w/un=thos.lynch"
meath,"ny,kingsbridge,'61"
tyrone,"ma,boston,'43-44"
tyrone,"ma,boston,'43-44"
tyrone,"ma,boston,'43-44"
tyrone,"ma,boston,'43-44"
louth,"ma,boston,washington st."
tipperary,"nyc,'61"
kerry,"oh,whartonburgh,syandott co."
kerry,"ny,'52"
kerry,"ny,niagara falls"
kerry,"pa,"
kerry,"il,"
kerry,"il,"
kerry,
kerry,
kerry,
kerry,
kerry,
kerry,
clare,
mayo,"canada,'33"
leitrim,"glasgow,'51"
leitrim,"glasgow,'51"
longford,"md,baltimore"
longford,"md,baltimore"
longford,
longford,
,"ma,new bedford"
kilkenny,
kilkenny,
,"ca,"
,"ma,lowell"
,"ma,fall river"
,"ca,"
,"ny,albany"
,"ny,albany"
cork,"oh,cincinnati,'57"
cork,"oh,cincinnati,'57"
cork,"ri,providence,'56"
kerry,"ma,newton"
kerry,"ma,newton"
clare,"ny,st.johnsville"
clare,"ny,youngsville"
louth,"ct,middletown"
galway,nyc
galway,"nyc,'57"
kilkennny,"ny,w.avon,livingston co."
kilkennny,"ny,w.avon,livingston co."
kilkenny,"ma,s.boston"
kilkenny,"ma,s.boston"
kilkenny,"ma,s.boston"
cavan,"ma,boston,essex st."
cavan,"ma,boston,essex st."
cavan,"ma,boston,essex st."
cavan,"ma,boston,essex st."
waterford,
waterford,
waterford,
waterford,
waterford,"wi,meeme,manitowoc,'57"
clare,"in,montgomery co.'55"
clare,"in,montgomery co.'55"
clare,"nyc,'55"
clare,"ma,boston,'49"
mayo,"nyc,'55"
mayo,"pa,luzerne co."
kings,"nyc,'62"
kings,"ny,'49"
kilkenny,"nyc,'61"
kilkenny,"nyc,'61"
cavan,"nyc,26th st.,east river"
limerick,nyc
limerick,nyc
limerick,"ia,ottumwa,12/25/60"
tipperary,
tipperary,
,"me,portland3/16/55"
waterford,"ca,"
waterford,"ma,boston"
cork,
kerry,"ny,springwater valley"
kerry,"ma,boston"
,"me,bath,'60"
,"pa,scranton,coal valley"
,"oh,cincinnati"
,"oh,cincinnati"
,"oh,cincinnati"
,"oh,cincinnati"
galway,"dc,washington,f & 23rd st."
galway,"dc,washington,f & 23rd st."
galway,"dc,washington,f & 23rd st."
galway,"dc,washington,f & 23rd st."
wicklow,"canada,'49"
wicklow,"canada,'49"
wicklow,"canada,'49"
wicklow,"canada,'49"
donegal,
cork,"ma,boston or vicinity"
cork,"ma,boston or vicinity"
cork,"ma,boston or vicinity"
cork,"ma,boston"
cork,"nyc,'60"
kerry,"il,peru,'57"
kerry,"il,peru,'57"
kerry,"il,peru,'57"
kerry,"il,peru,'57"
clare,"mo,st.louis"
clare,"mo,st.louis"
clare,"mo,st.louis"
galway,"nyc,'56,w/atty,mich,mary s."
kings,"ny,brooklyn"
tipperary,
tipperary,
roscommon,"pa,'54"
roscommon,"pa,'54"
meath,"ny,chemung co,'58"
meath,"ny,brooklyn"
meath,"ny,brooklyn"
meath,"ny,brooklyn"
waterford,"in,"
waterford,"in,"
waterford,"nj,"
,"nfld,carbonieer,'50"
,"ny,ft.edward,wshington,9/59"
,"va,antietam"
,"nj,henderson,harrison co."
,"mi,"
,"ny,st.lawrence co."
,"mi,"
,"ny,st.lawrence co."
,"ny,st.lawrence co."
,"ny,st.lawrence co."
,"ny,st.lawrence co."
,"ny,st.lawrence co."
tipperary,"ma,boston,'59"
roscommon,"nh,carthage"
dublin,"il,joliet"
queens,
queens,"ma,boston,'47/48"
queens,"ma,boston,'49"
queens,"pa,pittsburgh"
queens,"pa,pittsburgh"
queens,"pa,pittsburgh"
queens,"ny,brooklyn"
queens,"pa,pittsburgh"
queens,"pa,pittsburgh"
queens,"pa,pittsburgh"
queens,"ny,brooklyn"
donegal,
cork,"vt,rutland"
cork,"oh,columbiana,'44,c/r.button"
cork,"nyc,castle garden,3/16/63"
limerick,"oh,columbiana,'44,c/r.button"
clare,"quebec,'62"
clare,"quebec,'62"
clare,"nyc,'55"
clare,"ny,albany,'51"
clare,"ny,albany,'51"
clare,"ny,albany,'51"
clare,"ny,albany,'51"
clare,"ny,albany,'51"
,
roscommon,"co,denver,pike's peak"
roscommon,"la,neworleans,'55"
cork,
waterford,
waterford,
galway,"il,taylorsville,'61"
galway,
galway,
cork,nyc
clare,"ont,"
clare,"ny,salem"
clare,"ny,salem"
tipperary,
tipperary,"nyc,151 mercer st.,'57"
tipperary,
tipperary,"ma,s.boston,1/60"
waterford,"que,sherbrook"
galway,"tn,lebanon,wilson co."
galway,"tn,lebanon,wilson co."
wicklow,"nyc,'50"
wicklow,"nyc,'50"
wicklow,"nyc,'50"
wicklow,"nyc,'55"
limerick,"nj,'53"
limerick,"mi,detroit"
kildare,
*england,"*eng,manchester"
*wales,"pa,pottsville,'57"
donegal,"pa,easton,w/hugh o'donnell"
,"quebec,3/18/63"
,"ma,boston"
,"ma,boston"
,"ma,boston"
,"ma,boston"
,"ma,boston"
,"ma,boston"
dublin,
queens,"nyc,'40"
kilkenny,"oh,cleveland,5/61"
kilkenny,"oh,cleveland,5/61"
kilkenny,"oh,cleveland,5/61"
cavan,"nyc,9/61,w/co=owen gallagher"
mayo,"*eng,castle on tyne,28 melb*"
mayo,"*eng,hms ajax,home stn."
mayo,"*ire,mayo,westport"
mayo,"*ire,mayo,achill"
*england,"*eng,"
kerry,"il,rockford,sherryville"
clare,"quebec,'51"
clare,"quebec,'55"
tipperary,"il,lafayette co.,'59"
tipperary,"il,lafayette co.,'59"
tipperary,"il,lafayette co.,'59"
galway,"nyc,'54"
galway,"nyc,'53"
,"pa,pittsburgh,alleghany ars."
,"wi,milwaukee"
,"tx,corpus christi,'54-56"
mayo,"nyc,'59"
cork,
cork,
cork,
cork,
clare,"nyc,'56"
clare,"dakota,greenwood,yancton agy"
tipperary,"ny,warren,cataraugus co.'58"
kildare,"pa,homewood,beaver co.,6/62"
armagh,"nj,jersey city,'56"
armagh,"nj,jersey city,'56"
armagh,"nj,jersey city,'56"
armagh,"nj,jersey city,'56"
kings,"in,terre haute"
kings,"in,terre haute"
kings,"in,terre haute"
kings,"in,terre haute"
roscommon,
leitrim,"nyc,'38"
,"ma,dedham"
limerick,nyc
limerick,nyc
sligo,
cork,
cork,
cork,
cork,
cork,
kerry,"ia,iowa city,'51"
clare,nyc
clare,nyc
mayo,"il,chicago,nr."
mayo,"pa,rockingham co.,'56"
,"ma,s.boston"
,"tn,jackson,11/62"
,"nyc,24th st*12/58"
,"nyc,24th st*12/58"
,"nyc,24th st*12/58"
,"nyc,24th st*12/58"
,"il,chicago,'59"
,"il,chicago,3/63"
,"il,chicago,3/63"
limerick,"dc,wash,85 penn.ave.*"
limerick,"dc,wash,85 penn.ave.*"
limerick,"pa,"
sligo,nyc
sligo,nyc
sligo,nyc
sligo,"que,montreal,'52"
sligo,
sligo,"que,montreal,'52"
sligo,"que,montreal,'52"
westmeath,"ct,bridgeport,'53"
westmeath,"ct,bridgeport,'53"
galway,
galway,
galway,
galway,
galway,
dublin,"pa,phila,'60"
cork,"nyc,4/63"
cork,"oh,milford,'52"
cork,"oh,milford,'52"
cork,"oh,milford,'52"
cork,"ma,acton center,'61"
cork,"ma,acton center,'61"
cork,"ma,acton center,'61"
kerry,"ia,davenport,scott,w/si,5/59"
kerry,"il,'56"
kerry,"ia,davenport,scott,w/si,5/59"
tipperary,"ma,boston,55/56"
roscommon,"wi,sheboygan"
fermanagh,"nyc,'59"
fermanagh,"nyc,'59"
cavan,"ak,napoleon,'61"
,"ny,earlville,w/fa"
limerick,"mn,preston"
limerick,"il,chicago"
dublin,"que,montreal,jewry st,st.law"
dublin,
dublin,
louth,"nj,newark,'54-61"
louth,"nj,newark,'54-61"
cork,"md,baltimore/pa,"
cork,"md,baltimore/pa,"
cork,"il,"
cork,"ny,"
cork,"ma,boston"
tipperary,"ma,hinsdale,'62"
tipperary,"nyc,'48"
queens,
,"ca,weaverville,w/wm.barnes"
down,"ca,'55"
down,"ont,toronto,20 mi.fr."
tyrone,
,"ma,bridgewater,nr."
,"ma,bridgewater,nr."
kilkenny,
kilkenny,
kilkenny,
mayo,"nh,warner,'51"
tipperary,
kerry,"in,"
kerry,"in,"
kerry,"in,"
roscommon,"ont,toronto"
roscommon,"ont,toronto"
fermanagh,"il,chicago rr"
fermanagh,"dc,washington"
,"pa,pittsburgh,w/co.'59"
mayo,"mo,st.louis,'60"
wicklow,"que,montreal,cath.orph.asyl."
wicklow,"que,montreal,cath.orph.asyl."
wicklow,"que,montreal,cath.orph.asyl."
cavan,"il,edwardsville"
cork,"ma,boston"
cork,"ma,boston"
cork,"ma,boston"
cork,"ma,neston ctr.,10/62"
roscommon,
galway,
limerick,"nyc,3/57"
tipperary,"nyc,'60"
,"*eng,cheshire,staleybridg,40"
donegal,"oh,columbus"
antrim,"ont,toronto,'48"
antrim,"ont,toronto,'48"
antrim,"ont,toronto,'48"
antrim,"ont,toronto,'48"
antrim,
antrim,"ont,dorchester,'51"
antrim,
,
meath,"ont,'55"
meath,"ont,'55"
meath,"ont,'55"
meath,"ont,'55"
meath,"ont,'55"
,"nfld,st.john's,5/62"
,"nj,patterson,'59"
,"ns,halifax,5/62"
kilkenny,"nj,"
meath,"pa,phila."
meath,"pa,phila."
meath,"pa,phila."
meath,"pa,phila."
meath,"pa,phila."
meath,"pa,phila."
cavan,"nyc,'49"
cork,*scotland
,"nyc,'61"
kerry,"ont,toronto"
leitrim,
fermanagh,nyc
galway,"mi,"
galway,"ny,johnstown,fulton co,4/62"
limerick,
limerick,"ma,boston,'55"
limerick,"wi,"
tipperary,"nyc,'59"
tipperary,
,"*eng,yorkshire"
kings,"nj,trenton,51/52"
,"il,illinoistown,10/62"
meath,
cavan,"il,iron mountain"
cavan,"ny,lng.isl,flatbush,w/dr.t.*"
clare,"ny,long isl."
cork,"ny,'49"
cork,"ny,'49"
cork,"ma,n.reading"
kerry,"ma,boston,4/63,w/un"
roscommon,"oh,"
roscommon,"oh,"
roscommon,"oh,cincinnati"
roscommon,"oh,cincinnati"
roscommon,
roscommon,
roscommon,
,"ma,boston,[supposed there]"
donegal,"pa,jamesville,luzerne co."
,"ca,"
,"ca,"
kildare,"nyc,'51"
cavan,
cork,"ny,saratoga roads"
cork,"va,lawrence"
cork,"va,richmond"
kerry,"quebec,'62"
kerry,"dc,washington"
kerry,"pa,harrisburg,3/63"
roscommon,"ga,savannah,w/geo.&edw.power"
leitrim,"ny,brooklyn,'59"
leitrim,nyc
limerick,
limerick,
mayo,"ny,"
mayo,"ny,"
mayo,"ny,"
donegal,"nbr,portland,'53"
donegal,"nbr,portland,'53"
sligo,"nyc,castle garden, 5/22/63"
sligo,"pa,ashland,schuylkill co."
,"nj,'60"
,"nj,'60"
galway,"ny,schenedtady,7/62"
,"cape breton,lingan"
fermanagh,"nj,jersey city,'58"
cork,"ma,boston,'51"
limerick,"nyc,'56"
donegal,
waterford,"ma,springfield"
longford,"nyc,'57"
longford,"nyc,'57"
longford,
longford,
longford,"nyc,'51"
longford,"nyc,'51"
longford,"nyc,'51"
leitrim,
,"ma,boston,[believed there]"
,"ms,vicksburg"
meath,"ca,stringtown,butte co.w/k.*"
,"mo,federal army,4th regt."
,"mo,"
,"mo,"
,"ont,guelph,'53"
,"ont,fitzroy,co.carleton"
,"*eng,everton,liverpool"
kerry,"oh,hamilton co."
kerry,"oh,hamilton co."
kerry,"oh,hamilton co."
kerry,
kerry,
kerry,
leitrim,"ca,'54"
limerick,nyc
limerick,nyc
limerick,nyc
limerick,"mo,st.louis,'59"
limerick,"ma,hopkinton"
tipperary,"ont,'47/48"
mayo,"nyc,"
donegal,"ia,washington,washington co."
donegal,"ia,washington,washington co."
waterford,"nbr,st.john"
waterford,"nyc,w/un=john corbett"
clare,"ont,springfield,'58"
westmeath,"in,madison rr"
tyrone,"pa,sandpock,somerset co.,'57"
tyrone,"pa,sandpock,somerset co.,'57"
tyrone,"pa,sandpock,somerset co.,'57"
,"que,montreal,'53"
,"ny,black rock,'53"
,"ny,cattaraugus,chateaugay co"
roscommon,"ma,boston,'54"
roscommon,"ma,boston,'54"
roscommon,"nyc,5/63"
roscommon,"ny,albany"
roscommon,
roscommon,
roscommon,
roscommon,"de,smyrna,2/67"
roscommon,"de,smyrna,2/67"
roscommon,"vt,rutland,11/68"
roscommon,
roscommon,"ma,boston,'46"
roscommon,"ma,boston,'46"
roscommon,"ma,boston,'46"
roscommon,"ma,boston,'46"
roscommon,
roscommon,
roscommon,
roscommon,"la,new orleans,julian&mag.*"
meath,"il,"
queens,
cork,"ma,boston"
kerry,
kerry,"va,"
kerry,"va,"
kerry,"pa,"
kerry,
kerry,
waterford,"nj,whitney"
waterford,
clare,"nyc,'58"
kings,
,"mo,st.louis,7/63"
,"va,alexandria,7/63"
,"ns,halifax,10/53"
galway,"nyc,'59"
armagh,"ny,w.troy"
fermanagh,"nyc,36 mi.fr."
fermanagh,"nyc,36 mi.fr."
cork,"oh,quincy"
cork,"nj,hoboken"
cork,"nj,hoboken"
kerry,"nyc,11/50"
kerry,"nyc,11/50"
kerry,"nyc,11/50"
leitrim,"nbr,st.john"
leitrim,"nbr,st.john"
limerick,
waterford,"nyc,6/63"
waterford,"nyc,'57"
waterford,"nyc,'57"
waterford,"nyc,'57"
waterford,"nyc,'57"
waterford,"nyc,'57"
waterford,"nyc,'57"
clare,
longford,
,"mo,st.louis,'58"
,"mn,loretta"
,"mn,loretta"
,"mn,loretta"
meath,"nyc,'53-59"
meath,"nyc,'53-59"
cork,"il,chicago"
cork,"il,chicago"
cork,"il,chicago"
kerry,
kerry,"ct,hartford,trumble hse."
clare,"ont,st.catherines"
clare,"nyc,55/56"
kilkenny,"nyc,'7/63"
kilkenny,"in,petersburg,pike co."
mayo,
mayo,
mayo,"nyc,ft.hamilton"
mayo,"*eng,stockport,'49"
mayo,"*eng,stockport,'49"
tipperary,"nyc,5/63"
donegal,"pa,lancaster"
,
,"ont,london,5/59"
galway,"ma,n.lee,'59"
galway,"pa,pittsburgh"
galway,"pa,pittsburgh"
mayo,
galway,"ma,boston"
galway,nyc
galway,nyc
louth,"md,baltimore"
louth,"md,baltimore"
louth,"mo,st.louis"
kings,"oh,cincinnati"
kings,
cork,
cork,
cork,
cork,"ma,springfield,'55"
kerry,"ont,ottawa,5/63"
kerry,
kerry,
leitrim,"wi,new lisburn"
limerick,"in,lafayette/wabash"
kilkenny,"quebec,'55"
tipperary,
kilkenny,"il,vandalia,3/60"
donegal,
galway,
galway,
,
,"pa,youngstown,westmoreland c"
galway,"nyc,5/63"
galway,"nyc,castle garden,7/63"
galway,"nj,"
waterford,"nyc,'54"
waterford,"nyc,'54"
waterford,"in,indianapolis"
waterford,"in,indianapolis"
cavan,"nyc,'52-55"
sligo,"nyc,'62"
cork,"nyc,5/63"
cork,"tn,manchester,gen.palmer div"
cork,"il,chicago"
cork,"il,chicago"
kerry,"nyc,6/63"
kerry,"ny,chester co.,'61"
clare,"mn,st.anthony's falls,'58"
kilkenny,
kilkenny,
tipperary,"oh,cleveland,'58"
,
,"ca,sacramento city,8/62"
galway,"ny,rochester"
leitrim,"oh,nr.in,"
waterford,"ma,n.hamilton"
cavan,"ms,corinth"
roscommon,"ma,malden,'61"
roscommon,"ma,malden,'61"
roscommon,"ma,malden,'61"
mayo,"md,baltimore"
mayo,"md,baltimore"
mayo,
mayo,"que,montreal,mcmullins & co."
galway,"ma,boston"
waterford,"nyc,4/63"
fermanagh,"nyc,57 catherine st."
kilkenny,"ma,boston,forest hills"
cork,"ma,canton,'51-57"
cork,"nyc/boston,5/63"
cork,canada
cork,west
cork,"ny,"
cork,"ny,"
kerry,"ny,brooklyn"
kerry,"ny,"
clare,
clare,"mo,st.louis"
clare,"mo,st.louis"
clare,
clare,"ma,boston,23 moon st.,'54"
tipperary,"quebec,6/49"
donegal,"nyc,'61"
donegal,"nyc,'61"
donegal,
donegal,
donegal,"nj,jersey city,'62"
limerick,"quebec,'60"
limerick,"nyc,2/63"
limerick,"nyc,'56/57"
limerick,"nyc,'56/57"
limerick,"la,new orleans,11/60"
,"pa,phila,7/56"
kings,"ny,bloomingdale,84th st.w/*"
waterford,"quebec,'62"
cavan,"pa,beaver meadow,schuylkill"
cavan,"nyc,7/63"
mayo,
mayo,
fermanagh,
fermanagh,
dublin,
dublin,
dublin,
dublin,
kilkenny,"nyc,madison st.,'60"
cork,"nyc,'5/63"
cork,
kerry,"oh,cincinnati,'60"
kerry,"oh,cincinnati,'60"
kerry,"oh,cincinnati,'60"
kerry,"oh,cincinnati,'60"
kerry,"nyc,nr."
westmeath,"ct,bridgeport"
westmeath,"ct,bridgeport"
westmeath,"ct,bridgeport"
westmeath,"ct,bridgeport"
tipperary,"ma,w.stockbridge"
limerick,"que,'55,w/br=wm,john"
queens,"ma,worcester,'55"
queens,"ma,worcester,'55"
queens,"ma,worcester,'55"
queens,"ma,worcester,'55"
queens,"ma,worcester,'55"
queens,"ma,worcester,'55"
queens,"ma,worcester,'55"
queens,"ny,roundout,'54"
queens,"ny,roundout,'54"
queens,"ny,roundout,'54"
queens,"ny,roundout,'54"
,"nyc,'51"
wicklow,"ny,buffalo,w/hu"
galway,"md,baltimore"
galway,
kings,"ny,albany"
kings,"ny,albany"
waterford,"ma,northampton"
mayo,"nyc,7th ave."
mayo,"ma,"
mayo,"ma,"
dublin,
,"ont,ottawa"
*canada,"vt,vershire,8/61"
monaghan,"ky,cordia,'60"
louth,"ky,cordia,'60"
*nfld,"nfld,st.johns,'55"
cork,"ma,boston,'57"
cork,"ma,boston,'57"
cork,nyc
cork,"ma,new bedford"
cork,"ma,new bedford"
kerry,nyc
tipperary,"ky,louisville,'59"
tipperary,"ky,louisville,'59"
tipperary,"ky,louisville,'59"
tipperary,"ky,louisville,'59"
tipperary,"ky,louisville,'59"
limerick,"ny,silver creek"
limerick,"ky,'60"
limerick,"ky,'60"
limerick,"ky,'60"
queens,"quebec,'46"
sligo,"ky,"
sligo,"ky,"
carlow,"nfld,st.johns"
carlow,"nfld,st.johns"
wexford,nfld
kilkenny,"nfld,'60"
kilkenny,"il,decatur,12/69"
londonderry,"ns,'49"
,"in,terre haute,'62"
,"pa,"
galway,"me,lewiston,'61"
galway,"mo,michigan town"
mayo,"ont,st.mary's,'59"
mayo,"ont,st.mary's,'59"
kilkenny,
cork,"que,montreal,w/j.bermingham"
cork,"ma,s.boston,2nd st.,'52"
cork,"ma,s.boston,2nd st.,'52"
cork,"ma,s.boston,2nd st.,'52"
cork,"ma,s.boston,2nd st.,'52"
kerry,"hy,harlem/nyc,8/58"
kerry,
limerick,"pei,"
meath,"pa,phila,'51"
leitrim,nyc
